workerid,proliferate.condition,accuracy,accuracy_bool,age,bonus,condition,correct_img,correct_key,correct_response,ethnicity,failed_audio,failed_images,failed_video,feedback,gender,hidden_img,img_selected,internal_node_id,overall_accuracy,question_order,race,response,rt,stimulus,success,time_elapsed,timeout,trial,trial_index,trial_type,view_history,error
949,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-4.0-0.0,,,,,9231,,,15182,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2136}, {'page_index': 1, 'viewing_time': 1344}, {'page_index': 2, 'viewing_time': 1224}, {'page_index': 3, 'viewing_time': 3187}, {'page_index': 4, 'viewing_time': 1340}]",
949,lc_lc,True,,,,lc_lc,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,5566,blicket_images/red_pyramid.jpg,,20751,,comprehension_quiz,5,image-keyboard-response,,
949,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1572,blicket_images/red_pyramid_on.jpg,,22324,,comprehension_quiz,6,image-keyboard-response,,
949,lc_lc,True,,,,lc_lc,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,4366,blicket_images/purple_prism.jpg,,26692,,comprehension_quiz,7,image-keyboard-response,,
949,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1976,blicket_images/purple_prism_off.jpg,,28669,,comprehension_quiz,8,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-5.0,,,,,24526,,,53196,,,9,instructions,"[{'page_index': 0, 'viewing_time': 3212}, {'page_index': 1, 'viewing_time': 1015}, {'page_index': 2, 'viewing_time': 378}, {'page_index': 3, 'viewing_time': 893}, {'page_index': 4, 'viewing_time': 342}, {'page_index': 5, 'viewing_time': 7496}, {'page_index': 6, 'viewing_time': 2174}, {'page_index': 7, 'viewing_time': 8144}, {'page_index': 8, 'viewing_time': 873}]",
949,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-6.0,,,,j,2641,blicket_images/lc.jpg,,55838,,blicket,10,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-7.0,,,, ,1613,blicket_images/lc_on.jpg,,57452,,feedback,11,image-keyboard-response,,
949,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-8.0,,,,j,1854,blicket_images/dc.jpg,,59306,,blicket,12,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-9.0,,,, ,693,blicket_images/dc_off.jpg,,60000,,feedback,13,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-10.0,,,,f,706,blicket_images/ds.jpg,,60707,,blicket,14,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-11.0,,,, ,610,blicket_images/ds_off.jpg,,61319,,feedback,15,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-12.0,,,,j,665,blicket_images/lc.jpg,,61985,,blicket,16,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-13.0,,,, ,607,blicket_images/lc_on.jpg,,62592,,feedback,17,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-14.0,,,,f,545,blicket_images/dc.jpg,,63138,,blicket,18,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-15.0,,,, ,1316,blicket_images/dc_off.jpg,,64456,,feedback,19,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-16.0,,,,f,672,blicket_images/ds.jpg,,65129,,blicket,20,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-17.0,,,, ,344,blicket_images/ds_off.jpg,,65474,,feedback,21,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-18.0,,,,j,740,blicket_images/lc.jpg,,66215,,blicket,22,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-19.0,,,, ,292,blicket_images/lc_on.jpg,,66508,,feedback,23,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-20.0,,,,f,412,blicket_images/ds.jpg,,66922,,blicket,24,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-21.0,,,, ,350,blicket_images/ds_off.jpg,,67272,,feedback,25,image-keyboard-response,,
949,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-22.0,,,,j,596,blicket_images/ls.jpg,,67870,,blicket,26,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-23.0,,,, ,426,blicket_images/ls_off.jpg,,68297,,feedback,27,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-24.0,,,,f,467,blicket_images/dc.jpg,,68765,,blicket,28,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-25.0,,,, ,346,blicket_images/dc_off.jpg,,69112,,feedback,29,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-26.0,,,,f,480,blicket_images/ds.jpg,,69593,,blicket,30,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-27.0,,,, ,314,blicket_images/ds_off.jpg,,69908,,feedback,31,image-keyboard-response,,
949,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-28.0,,,,j,479,blicket_images/ls.jpg,,70389,,blicket,32,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-29.0,,,, ,446,blicket_images/ls_off.jpg,,70836,,feedback,33,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-30.0,,,,f,511,blicket_images/dc.jpg,,71348,,blicket,34,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-31.0,,,, ,299,blicket_images/dc_off.jpg,,71648,,feedback,35,image-keyboard-response,,
949,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-32.0,,,,j,417,blicket_images/ls.jpg,,72066,,blicket,36,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-33.0,,,, ,404,blicket_images/ls_off.jpg,,72471,,feedback,37,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-34.0,,,,f,3401,blicket_images/dc.jpg,,75873,,blicket,38,image-keyboard-response,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-35.0,,,, ,396,blicket_images/dc_off.jpg,,76270,,feedback,39,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-36.0,,,,j,663,blicket_images/lc.jpg,,76935,,blicket,40,image-keyboard-response,,
949,lc_lc,True,1,,,lc_lc,blicket_images/lc.jpg,,lc,,,,,,,,blicket_images/lc.jpg,0.0-37.0,,,,lc,1979,"Which of these options shows the image from the last trial, that you just saw?",,78915,,pop_quiz,41,html-button-response,,
949,lc_lc,False,0,,,lc_lc,,,['lc'],,,,,,,,,0.0-38.0,,[0],,"['lc', 'ls']",2925,,,81843,,rule_question,42,survey-multi-select,,
949,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-39.0,,,,0,2208,"<p>Thank you for participating!</p>You answered 12 out of 16 trials correctly, and will recieve a $0.30 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,84051,,,43,html-button-response,,
949,lc_lc,,,19,0.30000000000000004,lc_lc,,,,Non-Hispanic,,,,Light VS Dark shapes,Male,,,0.0-40.0,0.75,,Multiracial,"{'age': '19', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'Light VS Dark shapes', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16766,,,100818,,exit_survey,44,survey-html-form,,
932,lc_lc,,,,,lc_lc,,,,,[],[],[],,,,,0.0-0.0,,,,,,,True,485,False,,0,preload,,
932,lc_lc,,,,,lc_lc,,,,,[],[],[],,,,,0.0-1.0,,,,,,,True,792,False,,1,preload,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-2.0,,,,,,,True,3783,,,2,fullscreen,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-3.0,,,,0,7307,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,11091,,,3,html-button-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-4.0-0.0,,,,,24871,,,35963,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 4919}, {'page_index': 1, 'viewing_time': 6272}, {'page_index': 2, 'viewing_time': 2920}, {'page_index': 3, 'viewing_time': 6672}, {'page_index': 4, 'viewing_time': 4088}]",
932,lc_lc,True,,,,lc_lc,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,14254,blicket_images/red_pyramid.jpg,,50222,,comprehension_quiz,5,image-keyboard-response,,
932,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,2026,blicket_images/red_pyramid_on.jpg,,52248,,comprehension_quiz,6,image-keyboard-response,,
932,lc_lc,True,,,,lc_lc,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,2569,blicket_images/purple_prism.jpg,,54819,,comprehension_quiz,7,image-keyboard-response,,
932,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,2484,blicket_images/purple_prism_off.jpg,,57304,,comprehension_quiz,8,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-5.0,,,,,39793,,,97099,,,9,instructions,"[{'page_index': 0, 'viewing_time': 4961}, {'page_index': 1, 'viewing_time': 2096}, {'page_index': 2, 'viewing_time': 2128}, {'page_index': 3, 'viewing_time': 1704}, {'page_index': 4, 'viewing_time': 1191}, {'page_index': 5, 'viewing_time': 7185}, {'page_index': 6, 'viewing_time': 10927}, {'page_index': 7, 'viewing_time': 8369}, {'page_index': 8, 'viewing_time': 1232}]",
932,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-6.0,,,,j,4165,blicket_images/lc.jpg,,101265,,blicket,10,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-7.0,,,, ,2524,blicket_images/lc_on.jpg,,103790,,feedback,11,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-8.0,,,,f,2070,blicket_images/ds.jpg,,105862,,blicket,12,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-9.0,,,, ,3104,blicket_images/ds_off.jpg,,108967,,feedback,13,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-10.0,,,,j,1721,blicket_images/lc.jpg,,110689,,blicket,14,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-11.0,,,, ,1672,blicket_images/lc_on.jpg,,112362,,feedback,15,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-12.0,,,,f,878,blicket_images/ds.jpg,,113241,,blicket,16,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-13.0,,,, ,1198,blicket_images/ds_off.jpg,,114440,,feedback,17,image-keyboard-response,,
932,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-14.0,,,,j,2181,blicket_images/ls.jpg,,116622,,blicket,18,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-15.0,,,, ,2338,blicket_images/ls_off.jpg,,118961,,feedback,19,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-16.0,,,,f,1881,blicket_images/dc.jpg,,120842,,blicket,20,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-17.0,,,, ,2289,blicket_images/dc_off.jpg,,123131,,feedback,21,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-18.0,,,,j,1366,blicket_images/lc.jpg,,124498,,blicket,22,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-19.0,,,, ,2263,blicket_images/lc_on.jpg,,126762,,feedback,23,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-20.0,,,,f,2342,blicket_images/ds.jpg,,129105,,blicket,24,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-21.0,,,, ,1760,blicket_images/ds_off.jpg,,130866,,feedback,25,image-keyboard-response,,
932,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-22.0,,,,j,3082,blicket_images/dc.jpg,,133949,,blicket,26,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-23.0,,,, ,2289,blicket_images/dc_off.jpg,,136238,,feedback,27,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-24.0,,,,j,829,blicket_images/lc.jpg,,137068,,blicket,28,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-25.0,,,, ,999,blicket_images/lc_on.jpg,,138068,,feedback,29,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-26.0,,,,f,1601,blicket_images/ls.jpg,,139669,,blicket,30,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-27.0,,,, ,1172,blicket_images/ls_off.jpg,,140842,,feedback,31,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-28.0,,,,f,2137,blicket_images/dc.jpg,,142979,,blicket,32,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-29.0,,,, ,849,blicket_images/dc_off.jpg,,143829,,feedback,33,image-keyboard-response,,
932,lc_lc,False,0,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-30.0,,,,j,1979,blicket_images/ls.jpg,,145810,,blicket,34,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-31.0,,,, ,1240,blicket_images/ls_off.jpg,,147050,,feedback,35,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-32.0,,,,f,1372,blicket_images/dc.jpg,,148424,,blicket,36,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-33.0,,,, ,898,blicket_images/dc_off.jpg,,149323,,feedback,37,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-34.0,,,,f,931,blicket_images/ls.jpg,,150254,,blicket,38,image-keyboard-response,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-35.0,,,, ,867,blicket_images/ls_off.jpg,,151123,,feedback,39,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-36.0,,,,j,951,blicket_images/lc.jpg,,152075,,blicket,40,image-keyboard-response,,
932,lc_lc,True,1,,,lc_lc,blicket_images/lc.jpg,,lc,,,,,,,,blicket_images/lc.jpg,0.0-37.0,,,,lc,14974,"Which of these options shows the image from the last trial, that you just saw?",,167050,,pop_quiz,41,html-button-response,,
932,lc_lc,True,1,,,lc_lc,,,['lc'],,,,,,,,,0.0-38.0,,[0],,['lc'],10150,,,177203,,rule_question,42,survey-multi-select,,
932,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-39.0,,,,0,3422,"<p>Thank you for participating!</p>You answered 13 out of 16 trials correctly, and will recieve a $0.33 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,180627,,,43,html-button-response,,
932,lc_lc,,,51,0.325,lc_lc,,,,Non-Hispanic,,,,Thank you for the opportunity,Male,,,0.0-40.0,0.8125,,White,"{'age': '51', 'race': 'White', 'gender': 'Male', 'feedback': 'Thank you for the opportunity', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",34983,,,215611,,exit_survey,44,survey-html-form,,
908,lc_lc,,,,,lc_lc,,,,,[],[],[],,,,,0.0-0.0,,,,,,,True,720,False,,0,preload,,
908,lc_lc,,,,,lc_lc,,,,,[],[],[],,,,,0.0-1.0,,,,,,,True,1378,False,,1,preload,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-2.0,,,,,,,True,13704,,,2,fullscreen,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-3.0,,,,0,7002,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,20712,,,3,html-button-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-4.0-0.0,,,,,16546,,,37262,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2998}, {'page_index': 1, 'viewing_time': 2620}, {'page_index': 2, 'viewing_time': 5149}, {'page_index': 1, 'viewing_time': 855}, {'page_index': 2, 'viewing_time': 670}, {'page_index': 3, 'viewing_time': 2492}, {'page_index': 4, 'viewing_time': 1761}]",
908,lc_lc,True,,,,lc_lc,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,7786,blicket_images/red_pyramid.jpg,,45085,,comprehension_quiz,5,image-keyboard-response,,
908,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1955,blicket_images/red_pyramid_on.jpg,,47046,,comprehension_quiz,6,image-keyboard-response,,
908,lc_lc,True,,,,lc_lc,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,3850,blicket_images/purple_prism.jpg,,50901,,comprehension_quiz,7,image-keyboard-response,,
908,lc_lc,True,,,,lc_lc,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1402,blicket_images/purple_prism_off.jpg,,52306,,comprehension_quiz,8,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,,,0.0-5.0,,,,,22248,,,74557,,,9,instructions,"[{'page_index': 0, 'viewing_time': 3854}, {'page_index': 1, 'viewing_time': 198}, {'page_index': 2, 'viewing_time': 1287}, {'page_index': 3, 'viewing_time': 1037}, {'page_index': 4, 'viewing_time': 525}, {'page_index': 5, 'viewing_time': 5196}, {'page_index': 6, 'viewing_time': 3790}, {'page_index': 7, 'viewing_time': 5106}, {'page_index': 8, 'viewing_time': 1253}]",
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-6.0,,,,f,4002,blicket_images/ds.jpg,,78564,,blicket,10,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-7.0,,,, ,1734,blicket_images/ds_off.jpg,,80302,,feedback,11,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-8.0,,,,f,6002,blicket_images/dc.jpg,,86307,,blicket,12,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-9.0,,,, ,947,blicket_images/dc_off.jpg,,87257,,feedback,13,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-10.0,,,,f,912,blicket_images/ds.jpg,,88171,,blicket,14,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ds.jpg,,0.0-11.0,,,, ,550,blicket_images/ds_off.jpg,,88725,,feedback,15,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-12.0,,,,f,2190,blicket_images/ls.jpg,,90922,,blicket,16,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-13.0,,,, ,816,blicket_images/ls_off.jpg,,91741,,feedback,17,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-14.0,,,,j,713,blicket_images/lc.jpg,,92457,,blicket,18,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-15.0,,,, ,1113,blicket_images/lc_on.jpg,,93573,,feedback,19,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-16.0,,,,f,1486,blicket_images/ls.jpg,,95062,,blicket,20,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-17.0,,,, ,670,blicket_images/ls_off.jpg,,95735,,feedback,21,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-18.0,,,,j,669,blicket_images/lc.jpg,,96406,,blicket,22,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/lc.jpg,,0.0-19.0,,,, ,705,blicket_images/lc_on.jpg,,97116,,feedback,23,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-20.0,,,,f,629,blicket_images/dc.jpg,,97747,,blicket,24,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/dc.jpg,,0.0-21.0,,,, ,399,blicket_images/dc_off.jpg,,98148,,feedback,25,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-22.0,,,,f,981,blicket_images/ls.jpg,,99131,,blicket,26,image-keyboard-response,,
908,lc_lc,,,,,lc_lc,,,,,,,,,,blicket_images/ls.jpg,,0.0-23.0,,,, ,377,blicket_images/ls_off.jpg,,99534,,feedback,27,image-keyboard-response,,
908,lc_lc,True,1,,,lc_lc,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-24.0,,,,j,667,blicket_images/lc.jpg,,100204,,blicket,28,image-keyboard-response,,
