prolific_id,ramp_orientation,ramp_or_cube,orientation,predicted_further,predicted_direction,response
5e6d8c46f93a0c35d1f82335,forward,cube,consistent,black,right,the black cube always seemed to slide farther than the red in all cases.
5e6d8c46f93a0c35d1f82335,forward,cube,consistent,blue,right,"I assume that maybe the blue ramp will send the cube farther, but I am not sure"
5e6d8c46f93a0c35d1f82335,forward,cube,reversed,blue,left,"Blue ramp sends the cube farther, just me assuming this though"
5e6d8c46f93a0c35d1f82335,forward,cube,reversed,black,left,black cube always goes farther
66294535a72655a6fd869832,backward,ramp,consistent,yellow,right,It was a guess
66294535a72655a6fd869832,backward,ramp,consistent,black,left,It was a guess
66294535a72655a6fd869832,backward,ramp,reversed,black,right,It was a guess
66294535a72655a6fd869832,backward,ramp,reversed,blue,right,It was a guess
6630f0ba3c7dd0308672336a,backward,ramp,consistent,yellow,right,One object is closer than the other.
6630f0ba3c7dd0308672336a,backward,ramp,consistent,red,right,One object is closer than the other
6630f0ba3c7dd0308672336a,backward,ramp,reversed,red,left,Because the platform was facing a different way.
6630f0ba3c7dd0308672336a,backward,ramp,reversed,blue,left,The platform was facing a different way.
5b0482fc325b6c0001bbb7f0,backward,cube,consistent,yellow,right,"I don't know anything about how white cubes behave, but I tried to remember the outcome of the cubes in relation to the different colored ramps."
5b0482fc325b6c0001bbb7f0,backward,cube,consistent,red,right,"I don't know anything about the white ramp, but I guessed based on my knowledge of the red and black cubes."
5b0482fc325b6c0001bbb7f0,backward,cube,reversed,yellow,left,"I don't know anything about the white cubes, but I guessed based on the ramp color and the position of the ramp."
5b0482fc325b6c0001bbb7f0,backward,cube,reversed,red,left,"I don't know anything about the white ramp, but I guessed based on the color of the cubes and the position of the ramp."
665fa530b8211326822c5a90,forward,ramp,consistent,blue,right,Because of the color of the ramps. When i was doing the test if i remember correctly the blue ramp took the cube farther than the yellow one.
665fa530b8211326822c5a90,forward,ramp,consistent,black,right,This one was just a guess. I was not sure how other to answer the question
665fa530b8211326822c5a90,forward,ramp,reversed,blue,left,Again it was based off the color. The blue one usually shot the cube farther than the yellow if i remember correctly.
665fa530b8211326822c5a90,forward,ramp,reversed,red,left,I was not sure so this was a guess.
63fa2f029381a13d9f2a36a8,forward,ramp,consistent,black,left,I had no idea how the ramp lacking color would affect things and this seemed like a fine 'alternate' choice.
63fa2f029381a13d9f2a36a8,forward,ramp,consistent,blue,right,I was probably wrong with this and the yellow side of the ramp could have had the cube further away
63fa2f029381a13d9f2a36a8,forward,ramp,reversed,black,left,I had no idea what the gray ramp would do and this seemed like a plausible alternative action
63fa2f029381a13d9f2a36a8,forward,ramp,reversed,yellow,left,I thought cube on the yellow side of the ramp would go further away
667eec6cb42482f576981a55,backward,cube,consistent,blue,left,because they are white
667eec6cb42482f576981a55,backward,cube,consistent,red,right,I guessed
667eec6cb42482f576981a55,backward,cube,reversed,black,right,I guessed
667eec6cb42482f576981a55,backward,cube,reversed,blue,right,I guessed
60b9af795939f976cb74232a,backward,ramp,consistent,yellow,right,I'm not sure. I think the green ramp might be better than the blue one.
60b9af795939f976cb74232a,backward,ramp,consistent,red,right,I'm not sure. I think the red square may be better than the black one.
60b9af795939f976cb74232a,backward,ramp,reversed,blue,right,"Actually, I made a mistake there. I thought they should be to the left of the ramp. My bad."
60b9af795939f976cb74232a,backward,ramp,reversed,red,left,I'm not sure. I think the red square may be a little better than the black one (in terms of distance it can travel.)
668031d19b156a71958fb3bd,backward,ramp,consistent,red,right,Because of the angle of projection
668031d19b156a71958fb3bd,backward,ramp,consistent,yellow,right,because of how it is projected
668031d19b156a71958fb3bd,backward,ramp,reversed,red,right,due to the angle 
668031d19b156a71958fb3bd,backward,ramp,reversed,yellow,right,angle of inclination
5f2047f472c1fd2eaf643c64,backward,cube,consistent,red,right,Not sure
5f2047f472c1fd2eaf643c64,backward,cube,consistent,blue,right,I am not sure
5f2047f472c1fd2eaf643c64,backward,cube,reversed,blue,left,I am not sure
5f2047f472c1fd2eaf643c64,backward,cube,reversed,red,left,I am not sure
66784f78e4fc93a68eb6ead6,backward,ramp,consistent,yellow,left,"Since they are at the top, I feel that they would likely roll down the blocks. "
66784f78e4fc93a68eb6ead6,backward,ramp,consistent,black,right,The cubes are close to the end and if they fall over then they would end up in the position as predicted in front of the blocks.
66784f78e4fc93a68eb6ead6,backward,ramp,reversed,red,right,Since the blocks are at the top they are likely to roll down the block.
66784f78e4fc93a68eb6ead6,backward,ramp,reversed,blue,right,Since the cubes are at the top the are likely to roll down. 
593e6e9ea2bf080001ed3bba,forward,cube,consistent,red,right,because the red cube always made it past the finish line so i assumed it would make it further than black here
593e6e9ea2bf080001ed3bba,forward,cube,consistent,yellow,right,it was just a guess
593e6e9ea2bf080001ed3bba,forward,cube,reversed,yellow,left,it was a guess. I didn't think to correlate the ramp colors to distance
593e6e9ea2bf080001ed3bba,forward,cube,reversed,red,left,same reason as before. the red cube always made it past finish
662e78f04fac8f09690ef409,forward,cube,consistent,red,right,Because the red cube usually goes the furthest 
662e78f04fac8f09690ef409,forward,cube,consistent,blue,right,Blue ramp seemed like it would go further
662e78f04fac8f09690ef409,forward,cube,reversed,yellow,left,It wasn't going to go backwards and I felt yellow would do better. 
662e78f04fac8f09690ef409,forward,cube,reversed,red,left,Red cube usually goes the furthest
55acf681fdf99b3d5b2ab68c,backward,ramp,consistent,blue,right,"Honestly, looking closer at the image now, I feel like I made a mistake. I wanted the cube on the yellow one to be over the black line on the right."
55acf681fdf99b3d5b2ab68c,backward,ramp,consistent,black,right,"Red mostly doesn't get near the line or going over, the black normally does."
55acf681fdf99b3d5b2ab68c,backward,ramp,reversed,black,right,The black is always closest or over the line where the red isn't.
55acf681fdf99b3d5b2ab68c,backward,ramp,reversed,yellow,right,"The cubes on the yellow seem to go over or on the line, where the blue ramp typically has the cubes before the line."
612a75214a12bdaed3bb373e,forward,cube,consistent,yellow,right,I think during the initial trials the yellow ramp made the cubes go further 
612a75214a12bdaed3bb373e,forward,cube,consistent,red,right,"The red cube was always the one that made it past the finish line, and that was the closest option "
612a75214a12bdaed3bb373e,forward,cube,reversed,yellow,right,I had not been shown what happens to white cubes so did not know if they would go down the ramp or not 
612a75214a12bdaed3bb373e,forward,cube,reversed,red,right,"The colored cubes went towards the finish line, but I did not know if they would do the same with the white ramp"
66798dfc733ea9d461780dc6,backward,ramp,consistent,yellow,right,Yellow seemed to push the cube further
66798dfc733ea9d461780dc6,backward,ramp,consistent,black,right,black cubes seemed to move further than red
66798dfc733ea9d461780dc6,backward,ramp,reversed,yellow,left,yellow seemed to push the cube farther
66798dfc733ea9d461780dc6,backward,ramp,reversed,black,left,black cubes seemed to move farther
6643d653f572827cc3743f43,forward,ramp,consistent,black,right,"It seemed to me that the black cube typically ended the farthest to the right of the line, while the red cube would typically end up closest to the line. "
6643d653f572827cc3743f43,forward,ramp,consistent,blue,right,"It seemed that the yellow ramp didn't send the cube very far, while the blue ramp would send the cube to or over the line. "
6643d653f572827cc3743f43,forward,ramp,reversed,red,left,"Upon review, I would not think that this would happen, as the red cube is typically closer to the ramp than the black cube. "
6643d653f572827cc3743f43,forward,ramp,reversed,blue,left,"I think this happened because the ramp is facing away from the line, and the yellow ramp typically would send a cube less far than the blue ramp. "
668c3efacb7c89ec72504e88,backward,ramp,consistent,yellow,right,Different colored ramps
668c3efacb7c89ec72504e88,backward,ramp,consistent,black,right,Just one ramp
668c3efacb7c89ec72504e88,backward,ramp,reversed,blue,right,Not Sure
668c3efacb7c89ec72504e88,backward,ramp,reversed,red,left,Same thing 
6348bca073c2af21404924b4,forward,ramp,consistent,red,right,I don't know
6348bca073c2af21404924b4,forward,ramp,consistent,yellow,right,I don't know
6348bca073c2af21404924b4,forward,ramp,reversed,black,left,I don't know
6348bca073c2af21404924b4,forward,ramp,reversed,blue,left,I don't know
65c11bc3df7572abd4a597ec,forward,ramp,consistent,blue,right,The squares on the blue ramp go past the line 
65c11bc3df7572abd4a597ec,forward,ramp,consistent,black,right,The black cube normally goes further than the red cube
65c11bc3df7572abd4a597ec,forward,ramp,reversed,blue,left,The cube on the blue lamp normally goes further 
65c11bc3df7572abd4a597ec,forward,ramp,reversed,red,left,"Not sure, the red cube may go faster  "
6692aa0b7747078b2460606f,backward,cube,consistent,yellow,right,"yellow rack has more projection
"
6692aa0b7747078b2460606f,backward,cube,consistent,red,right,guess
6692aa0b7747078b2460606f,backward,cube,reversed,black,right,black cube move fast
6692aa0b7747078b2460606f,backward,cube,reversed,yellow,right,yellow rack
602fd11faa844cd2d0fd5818,forward,cube,consistent,black,right,Based on given strategy
602fd11faa844cd2d0fd5818,forward,cube,consistent,blue,right,Their way of sliding
602fd11faa844cd2d0fd5818,forward,cube,reversed,blue,right,Their strategy
602fd11faa844cd2d0fd5818,forward,cube,reversed,black,right,No idea
663a5c8a1559293f513b0cf7,forward,cube,consistent,yellow,right,Seemed like the yellow ramp had lower friction.
663a5c8a1559293f513b0cf7,forward,cube,consistent,black,right,The black cube consistently went farther than the red cube.
663a5c8a1559293f513b0cf7,forward,cube,reversed,yellow,left,Seemed like the yellow ramp had lower friction.
663a5c8a1559293f513b0cf7,forward,cube,reversed,black,left,The black cube consistently went further than the red cube.
5ec5a64c306f255ec98d5cc1,backward,cube,consistent,red,right,The red cube goes further than black cube in previous trials
5ec5a64c306f255ec98d5cc1,backward,cube,consistent,yellow,right,The yellow ramp produces a further right block
5ec5a64c306f255ec98d5cc1,backward,cube,reversed,yellow,left,The yellow ramp throws the block further
5ec5a64c306f255ec98d5cc1,backward,cube,reversed,red,left,The red block is lighter and travels further.
668e47f9477a3fcce418057f,backward,cube,consistent,black,right,because black block usually ends up to the right and the red block don't
668e47f9477a3fcce418057f,backward,cube,consistent,blue,left,both gray block is on the edge and i think it will slide to the left easily.
668e47f9477a3fcce418057f,backward,cube,reversed,blue,right,the gray block is on edge pointing to the right direction this time so my prediction is that it will slide to the right.
668e47f9477a3fcce418057f,backward,cube,reversed,black,right,both block are on the edge pointing to the right so I PREDICTED the block will slide to the right.
65fb2f8291cf16104e63effc,forward,ramp,consistent,red,right,I guessed based on previous action of red and black cubes
65fb2f8291cf16104e63effc,forward,ramp,consistent,yellow,right,I guessed because I hadn't seen how the white cubes react in this experiment before
65fb2f8291cf16104e63effc,forward,ramp,reversed,black,left,I guessed
65fb2f8291cf16104e63effc,forward,ramp,reversed,blue,left,I guessed
63b8342eb371f007b0651c7e,backward,ramp,consistent,yellow,right,The yellow ramp seems to lead to further cubes.
63b8342eb371f007b0651c7e,backward,ramp,consistent,black,right,The black cube usually ended up further along than the red cube.
63b8342eb371f007b0651c7e,backward,ramp,reversed,black,right,The black cube usually ends up further along than the red cube.
63b8342eb371f007b0651c7e,backward,ramp,reversed,yellow,right,The yellow ramp seems to result in cubes further along.
6594720fa43b97e09c261749,backward,ramp,consistent,yellow,right,The cubes on the yellow ramp appeared to travel farther than the cubes on the blue ramp.
6594720fa43b97e09c261749,backward,ramp,consistent,red,right,I just guessed since I did not know the colors of the ramps.
6594720fa43b97e09c261749,backward,ramp,reversed,blue,right,"Again, the cubes travelled farther on the blue ramp which is how I made my prediction."
6594720fa43b97e09c261749,backward,ramp,reversed,red,right,I just guessed.
60fda8f418c64ff072d22378,backward,cube,consistent,red,right,The red cube went farther than the black cube in the trials when on the same colored ramp.
60fda8f418c64ff072d22378,backward,cube,consistent,blue,right,The blue ramp moved the cubes farther than the yellow ramp in the trials.
60fda8f418c64ff072d22378,backward,cube,reversed,blue,right,The blue ramp moved the cubes farther than the yellow ramp.
60fda8f418c64ff072d22378,backward,cube,reversed,red,right,The red cube went farther than the black cube in the trials.
6692736dbc79e45d4826a73c,backward,ramp,consistent,red,left,"I factored in the color of the ramp, which is lighter than yellow."
6692736dbc79e45d4826a73c,backward,ramp,consistent,blue,right,Blue is always ahead of yellow
6692736dbc79e45d4826a73c,backward,ramp,reversed,blue,left,"The ramp is reversed, and the blue is always ahead of yellow."
6692736dbc79e45d4826a73c,backward,ramp,reversed,black,left,Black always got ahead of red.
5df97cf6deea2b70989b6528,forward,cube,consistent,red,right,Red cubes always went further than black cubes. 
5df97cf6deea2b70989b6528,forward,cube,consistent,blue,right,I really did not know and just guessed on this one.
5df97cf6deea2b70989b6528,forward,cube,reversed,red,left,Red cubes always went further than black cubes. 
5df97cf6deea2b70989b6528,forward,cube,reversed,blue,left,"I did not know, so I guessed. "
66339cc7d05e27f34b2847cd,forward,ramp,consistent,blue,right,because they slide off
66339cc7d05e27f34b2847cd,forward,ramp,consistent,black,left,they are close to the back
66339cc7d05e27f34b2847cd,forward,ramp,reversed,red,left,they roll off
66339cc7d05e27f34b2847cd,forward,ramp,reversed,blue,left,they roll off
66391102d010c43cb8a792d2,backward,ramp,consistent,blue,right,Someone lifted the slender part of the ramp and the cubes rolled
66391102d010c43cb8a792d2,backward,ramp,consistent,black,right,the slender end of the ramp was lifted
66391102d010c43cb8a792d2,backward,ramp,reversed,red,right,the cubes rolled off the ramp
66391102d010c43cb8a792d2,backward,ramp,reversed,blue,right,The cubes rolled off the ramp
666cd244c4e9f0b3a060c2c7,backward,ramp,consistent,black,right,because they do not seem to be going fast
666cd244c4e9f0b3a060c2c7,backward,ramp,consistent,yellow,right,they sit to high
666cd244c4e9f0b3a060c2c7,backward,ramp,reversed,blue,left,they just look like they would end up like this 
666cd244c4e9f0b3a060c2c7,backward,ramp,reversed,red,right,the will slide down slowly 
662a83038907a650a3115282,forward,ramp,consistent,red,right,"If I am not mistaken, the red cubes travel farther than the black cubes."
662a83038907a650a3115282,forward,ramp,consistent,yellow,right,I estimated that the cubes may travel a shorter distance coming off the blue ramp.
662a83038907a650a3115282,forward,ramp,reversed,red,left,"I thought the cubes would travel down the slope, with the red cube traveling a greater distance."
662a83038907a650a3115282,forward,ramp,reversed,blue,left,I estimated that the cube coming off the blue ramp would travel farther.
65da3eea69d000ff2dab1e19,forward,cube,consistent,red,right,"Because with both cubes doing down an incline, both are not going to drop at the same time so the red one will move a few seconds first."
65da3eea69d000ff2dab1e19,forward,cube,consistent,blue,left,the cubes fell back due to force.
65da3eea69d000ff2dab1e19,forward,cube,reversed,yellow,left,there is a incline so both cubes are going to go at different speeds.
65da3eea69d000ff2dab1e19,forward,cube,reversed,black,left,both cubes are not going to move at the same speed.
63ba10de73415d047e1d6731,backward,cube,consistent,yellow,left,Because the cubes are white
63ba10de73415d047e1d6731,backward,cube,consistent,black,left,Because the cubes are red and black
63ba10de73415d047e1d6731,backward,cube,reversed,blue,right,because the cubes are facing the line
63ba10de73415d047e1d6731,backward,cube,reversed,red,right,The cubes are red and black
6612c945cebe319d923b80f8,backward,cube,consistent,black,right,Because the black cube always goes further than the red cube. 
6612c945cebe319d923b80f8,backward,cube,consistent,yellow,right,The blue ramp makes cubes go a shorter distance than the yellow ramp.
6612c945cebe319d923b80f8,backward,cube,reversed,black,left,"I think the cubes will go where the tip of the ramp is facing and as previously, the black cube always goes further than the red."
6612c945cebe319d923b80f8,backward,cube,reversed,yellow,left,"The same as the previous, i think the cubes will go where the tip of the ramps are facing. Also the yellow ramp makes the cube go a further distance than the blue."
659808191190fc6e6c23a99f,backward,cube,consistent,red,right,I think the red cube goes further than the black cube
659808191190fc6e6c23a99f,backward,cube,consistent,yellow,right,I think the yellow ramp makes the cube go further
659808191190fc6e6c23a99f,backward,cube,reversed,black,right,I think the black one goes backwards
659808191190fc6e6c23a99f,backward,cube,reversed,yellow,right,I think the yellow one make the cube go further
65981895f5721958d1b0499a,forward,cube,consistent,blue,right,neither one would be to the right of the finish line so this option was the most accurate scenario
65981895f5721958d1b0499a,forward,cube,consistent,black,right,The black cube is the closest to the right of the finish line
65981895f5721958d1b0499a,forward,cube,reversed,red,left,the ramp is facing a different direction
65981895f5721958d1b0499a,forward,cube,reversed,blue,left,the ramp is facing a different direction
60430fc782b5752a7ae8d797,backward,cube,consistent,black,right,Because the black usually went further than the red.
60430fc782b5752a7ae8d797,backward,cube,consistent,blue,right,I felt that the blue ramp usually had a block that went further.
60430fc782b5752a7ae8d797,backward,cube,reversed,blue,left,I think the blue ramp has blocks that go further.
60430fc782b5752a7ae8d797,backward,cube,reversed,black,left,Because black blocks generally go further.
6290c65ed46e5dce4f16bb92,forward,ramp,consistent,black,right,I assumed that the black cube would reach a further distance and that the grey ramp prevents the cubes from passing the finish line
6290c65ed46e5dce4f16bb92,forward,ramp,consistent,blue,right,I assumed that they yellow ramp prevents it's cube from passing the finish line and the blue ramp promotes a further reach
6290c65ed46e5dce4f16bb92,forward,ramp,reversed,blue,left,the blue ramp promotes a further distance and both ramps are angles opposite of the finish line
6290c65ed46e5dce4f16bb92,forward,ramp,reversed,black,left,I assumed the black cube would reach a greater distance
63cbd5095083beef0c8b1a7a,backward,ramp,consistent,black,right,i just followed my gut since it is hard to predict
63cbd5095083beef0c8b1a7a,backward,ramp,consistent,yellow,right,i thought the green will go further 
63cbd5095083beef0c8b1a7a,backward,ramp,reversed,black,left,i thought the black cube will go further
63cbd5095083beef0c8b1a7a,backward,ramp,reversed,blue,left,i followed my gut 
56b8de29e1d0a200051517f8,backward,cube,consistent,red,right,Red cube would probably reach near the finish line and black cube would probably not get near regardless of the triangle colors.
56b8de29e1d0a200051517f8,backward,cube,consistent,yellow,left,I have no idea what the white cubes would do so I made a random guess.
56b8de29e1d0a200051517f8,backward,cube,reversed,blue,right,"I don't know what the white cubes would do, so I guessed randomly."
56b8de29e1d0a200051517f8,backward,cube,reversed,red,right,"The red cube would probably reach the line, the black cube won't."
665d12a2ff49fcf75675540c,forward,cube,consistent,red,right,"the cubes are of different weights .alternatively, they could collide after hitting the ground initially, thus reducing the momentum of one of them"
665d12a2ff49fcf75675540c,forward,cube,consistent,yellow,right,"assuming the cubes are of equal wait, it is possible they collide, ending up at two different distances. "
665d12a2ff49fcf75675540c,forward,cube,reversed,red,left,cubes colliding or different weights
665d12a2ff49fcf75675540c,forward,cube,reversed,blue,left,cubes colliding or different weights
63e52483a88355a3a0ac62c5,forward,cube,consistent,black,right,"Based on what we've seen before, the black cube has more strength, so I assumed the black cube should go before the red one. And being together by force, they couldn't exceed the line."
63e52483a88355a3a0ac62c5,forward,cube,consistent,yellow,right,I don't trust the strength and momentum of the white cubes.
63e52483a88355a3a0ac62c5,forward,cube,reversed,blue,left,"Logically, the cubes would move in that direction but without much force."
63e52483a88355a3a0ac62c5,forward,cube,reversed,black,left,The black cube has greater force and momentum than the red one.
662190146ef67bab626e48cb,backward,cube,consistent,red,left,They should roll backwards.
662190146ef67bab626e48cb,backward,cube,consistent,blue,left,The cubes should roll down the ramp.
662190146ef67bab626e48cb,backward,cube,reversed,yellow,left,Sometimes the cubes roll forward off the ramp.
662190146ef67bab626e48cb,backward,cube,reversed,black,left,The red cube stayed on the right.
6632a3b5ee60e7692fd50a7a,backward,ramp,consistent,yellow,left,As I lift the block the cube would slide off the front.
6632a3b5ee60e7692fd50a7a,backward,ramp,consistent,red,right,THe ramp is shorter so I dont think the cubes would slide off front but wont be pushed far to the right
6632a3b5ee60e7692fd50a7a,backward,ramp,reversed,blue,right,As I lift the cubes will slide off with a small added push from the ramp
6632a3b5ee60e7692fd50a7a,backward,ramp,reversed,black,right,THe cubes would slide off and be moved farther by lifting of cube
62838cdc775f6094ddf0664b,backward,cube,consistent,red,right,"Red cube goes further than black cube, off a ramp. all instances shown of a ramp, regardless of color, go right"
62838cdc775f6094ddf0664b,backward,cube,consistent,blue,right,blue ramp makes cube go farther I think. I can't remember. :( one of the two makes the cube go farther.
62838cdc775f6094ddf0664b,backward,cube,reversed,red,left,Cubes always go off the ramp side in every example. red cube naturally goes further than black cube
62838cdc775f6094ddf0664b,backward,cube,reversed,yellow,left,blue ramp gives cube less push than yellow ramp
6676e899ac9f7a837ad80737,backward,ramp,consistent,black,left,Because the color of the ramp is white and I feel like they would only go backwards
6676e899ac9f7a837ad80737,backward,ramp,consistent,yellow,right,Because the yellow ramp makes the blocks go further
6676e899ac9f7a837ad80737,backward,ramp,reversed,red,right,I'm not sure
6676e899ac9f7a837ad80737,backward,ramp,reversed,yellow,left,Because the yellow ramp would make the block go further
65f0e934012e6bc5f0ac6a17,forward,ramp,consistent,black,right,The black cube is heavier than the red. The slope of the white ramp is unknown though so I'm not 100% sure.
65f0e934012e6bc5f0ac6a17,forward,ramp,consistent,yellow,right,The yellow is steeper than the blue ramp
65f0e934012e6bc5f0ac6a17,forward,ramp,reversed,black,left,The black cube is heavier than the red so I'm thinking momentum will have it launch father
65f0e934012e6bc5f0ac6a17,forward,ramp,reversed,yellow,left,Because the yellow slope is steeper than the blue.
626976d0dfd20d6832fc92aa,backward,cube,consistent,blue,left,I thought that the white squares travelled downward away from the line and the blue ramp caused it to go further.
626976d0dfd20d6832fc92aa,backward,cube,consistent,red,right,I thought the red squares travelled upwards and met the finish line while the black squares travelled upwards but fell short of the line.
626976d0dfd20d6832fc92aa,backward,cube,reversed,blue,right,The white squares travel downwards and the blue ramp cause them to go further
626976d0dfd20d6832fc92aa,backward,cube,reversed,red,left,Both red and black squares travel upward but red goes further
6681626264589a3dbb6f2551,forward,cube,consistent,blue,right,"I think this will happen because, as I remember, the blocks traveled further on the yellow wedge than the blue (I selected the wrong response). Since the blocks are both white they have the same qualities. Both would not pass the line since they aren't red."
6681626264589a3dbb6f2551,forward,cube,consistent,red,right,"The ramps are both the same color, which make me believe they are the same conditions. Red made it past the finish line in all of the cases presented. I would assume that the red block would still travel the furthest out of all the block colors, even if the ramp conditions shift to more resistence "
6681626264589a3dbb6f2551,forward,cube,reversed,red,left,"Similar to the last question, both ramps are the same color and same conditions (assumed). Red travels further than black, and the ramp is facing away from the finish line"
6681626264589a3dbb6f2551,forward,cube,reversed,yellow,left,"Yellow showed further distance for the blocks than blue did in the examples given previously. In my head, I think of Yellow having less friction/resistance while blue has more. The blocks are both the same color which makes me believe they have the same qualities. The block from the yellow ramp will travel further than the block from the blue ramp."
5f85bcb11941de066ef7d941,backward,ramp,consistent,black,right,I thought the cubes would end up apart because they would slide down the ramp at different speeds.
5f85bcb11941de066ef7d941,backward,ramp,consistent,blue,right,I thought the cubes would slide down the ramp and end up apart due to gravity pulling them at different speeds.
5f85bcb11941de066ef7d941,backward,ramp,reversed,blue,right,I predicted the cubes would end up apart because gravity would pull them down the ramp.
5f85bcb11941de066ef7d941,backward,ramp,reversed,black,left,I predicted the cubes would slide down the ramp and end up separated because gravity would cause them to move at different speeds.
6627e1b9434a2e718ed099c2,forward,cube,consistent,blue,left,no color so they might go back further since the red cube didnt cross the finish line
6627e1b9434a2e718ed099c2,forward,cube,consistent,black,right,black cube usually hits the finish line and the red cube is the same distance it usually gets
6627e1b9434a2e718ed099c2,forward,cube,reversed,black,right,black cube always hits the finish line
6627e1b9434a2e718ed099c2,forward,cube,reversed,blue,left,no color so they dont make any positive forward moves
665226461593afe79894c16c,backward,cube,consistent,red,right,"Red is lighter, travels farther"
665226461593afe79894c16c,backward,cube,consistent,yellow,right,Yellow launches farther
665226461593afe79894c16c,backward,cube,reversed,yellow,right,This one was a guess
665226461593afe79894c16c,backward,cube,reversed,black,right,"Black is heavier, slides farther"
66058651f9c5fb6a8dba7633,forward,cube,consistent,blue,right,"I just guessed, because I had no information about white cubes."
66058651f9c5fb6a8dba7633,forward,cube,consistent,black,right,The black cube always went further than the red cube.
66058651f9c5fb6a8dba7633,forward,cube,reversed,black,left,"Again, the black cube always goes farther than the red one."
66058651f9c5fb6a8dba7633,forward,cube,reversed,yellow,right,"I also guessed this, because I had no prior information about white cubes."
601c1f550370f34ec49ab0b6,backward,ramp,consistent,black,right,The black cube should travel farther than the red one
601c1f550370f34ec49ab0b6,backward,ramp,consistent,blue,right,"I took my best guess, I assumed the colors of the shape matter when it comes to where the cubes end up."
601c1f550370f34ec49ab0b6,backward,ramp,reversed,blue,left,The cubes would go to the left because the shapes have switched sides 
601c1f550370f34ec49ab0b6,backward,ramp,reversed,black,left,the black cube should be farther than the red
5bef64b373e44f0001092811,forward,ramp,consistent,black,right,The black blocks move further
5bef64b373e44f0001092811,forward,ramp,consistent,blue,right,the yellow ramps are slower
5bef64b373e44f0001092811,forward,ramp,reversed,blue,left,The yellow ramps are slower
5bef64b373e44f0001092811,forward,ramp,reversed,black,left,The black blocks are faster
6686d1e939accbf766c54889,forward,cube,consistent,yellow,right,The way they would roll would probably make them bounce off each other. 
6686d1e939accbf766c54889,forward,cube,consistent,black,right,They would probably hit while rolling down. 
6686d1e939accbf766c54889,forward,cube,reversed,black,left,They would probably hit while rolling down.
6686d1e939accbf766c54889,forward,cube,reversed,yellow,left,The base is pretty steep.
615de5ffd3c522eef3c49556,backward,ramp,consistent,blue,right,just a guess
615de5ffd3c522eef3c49556,backward,ramp,consistent,red,right,a hunch
615de5ffd3c522eef3c49556,backward,ramp,reversed,black,right,a hunch
615de5ffd3c522eef3c49556,backward,ramp,reversed,blue,right,the white cubes usually go that far
655b6d4f57ae1636c0b4f647,forward,cube,consistent,red,right,The red block was going farther than the black one.
655b6d4f57ae1636c0b4f647,forward,cube,consistent,blue,right,The blue ramp seemed to go farther than the yellow.
655b6d4f57ae1636c0b4f647,forward,cube,reversed,red,left,The red block goes farther than the black.
655b6d4f57ae1636c0b4f647,forward,cube,reversed,blue,left,The blocks that slid down the blue ramp went farther.
666b59f95861737274e65238,forward,ramp,consistent,red,right,I think that the red cube traveled further than the black in the previous examples.
666b59f95861737274e65238,forward,ramp,consistent,blue,right,The cubes went further when they started on the blue ramp than the yellow.
666b59f95861737274e65238,forward,ramp,reversed,blue,left,The cubes went further when they started on the blue ramp rather than the yellow.
666b59f95861737274e65238,forward,ramp,reversed,red,left,I think that the red cube traveled further than the black cube.
665dea36cb807df733a7fc16,backward,cube,consistent,yellow,right,I used my instincts
665dea36cb807df733a7fc16,backward,cube,consistent,red,right,I used my instincts to predict
665dea36cb807df733a7fc16,backward,cube,reversed,yellow,left,because they are both facing the opposite direction of the finish line
665dea36cb807df733a7fc16,backward,cube,reversed,red,right,I used instincts
664fa6197cd2ac12ab45da27,forward,ramp,consistent,yellow,right,I think the yellow ramp gives the cube more distance than the blue ramp
664fa6197cd2ac12ab45da27,forward,ramp,consistent,red,right,I honestly have no idea. I just didn't think that either would make it across the finish line; I didn't know which cube would make it further.
664fa6197cd2ac12ab45da27,forward,ramp,reversed,black,left,"I think that I remember seeing the gray cube go further than the red one? I'm not sure, though; I just paid attention to whether the cube made it across the finish line or not."
664fa6197cd2ac12ab45da27,forward,ramp,reversed,yellow,left,The yellow ramp makes the cube go further.
628b94feb32e85fd0b5090b6,backward,cube,consistent,blue,left,I supposed that they'd slide back due to gravity.
628b94feb32e85fd0b5090b6,backward,cube,consistent,red,right,I imagined them being propelled in some way.
628b94feb32e85fd0b5090b6,backward,cube,reversed,red,right,I imagined them sliding down due to gravity.
628b94feb32e85fd0b5090b6,backward,cube,reversed,yellow,right,I imagined that they'd slide due to gravity.
60a6c56078f621f94674763f,backward,ramp,consistent,yellow,right,Yellow ramp goes farther than blue
60a6c56078f621f94674763f,backward,ramp,consistent,black,right,I think black cube went farther than red
60a6c56078f621f94674763f,backward,ramp,reversed,yellow,left,Yellow goes farther than blue
60a6c56078f621f94674763f,backward,ramp,reversed,black,left,Black goes farther than red
663e5e89d602aa442c7b2845,forward,ramp,consistent,red,right,because it seems the red has more mass than the black all things been equal
663e5e89d602aa442c7b2845,forward,ramp,consistent,yellow,right,the yellow ramp is more sloppy as it seems to propel the cubes further
663e5e89d602aa442c7b2845,forward,ramp,reversed,black,left,the red cube is lighter in the opposite direction
663e5e89d602aa442c7b2845,forward,ramp,reversed,yellow,left,the yellow ramp is sloppier and propels the cube further
657b19dde82046cd1c239c0a,backward,cube,consistent,black,right,The previous experiment showed the black had past the line than the red.
