workerid,proliferate.condition,age,bonus,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,rule,time_elapsed,trial,trial_index,trial_type,error
445,shape_on,24,0.7000000000000001,Non-Hispanic,shape and color of the object,Female,0.0-41.0,0.875,Asian,"{'age': '24', 'race': 'Asian', 'gender': 'Female', 'feedback': 'shape and color of the object', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15988,cube,97071,exit_survey,45,survey-html-form,
415,shape_on,30,0.65,Non-Hispanic,No,Female,0.0-41.0,0.8125,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': 'No', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16847,cylinder,157375,exit_survey,45,survey-html-form,
402,shape_on,41,0.75,Non-Hispanic,"For the first, it was a 50/50 proposition so I went with Yes/On. Then on the second cylinder I saw that it too turned on. So I went on a hunch that it was the cylinder shape that was a Blicket and the cube was not. The sequence bore that out. ",Female,0.0-41.0,0.9375,Asian,"{'age': '41', 'race': 'Asian', 'gender': 'Female', 'feedback': 'For the first, it was a 50/50 proposition so I went with Yes/On. Then on the second cylinder I saw that it too turned on. So I went on a hunch that it was the cylinder shape that was a Blicket and the cube was not. The sequence bore that out. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",92221,cylinder,458002,exit_survey,45,survey-html-form,
408,shape_on,23,0.7000000000000001,Non-Hispanic,,Female,0.0-41.0,0.875,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11317,cube,114762,exit_survey,51,survey-html-form,
346,shape_on,29,0.8,Non-Hispanic,"I guessed initially, which happened to be correct; based on the consistencies between shapes and colors, I was able to deduce the proper Blickets",Female,0.0-41.0,1,White,"{'age': '29', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed initially, which happened to be correct; based on the consistencies between shapes and colors, I was able to deduce the proper Blickets', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",82658,cylinder,281672,exit_survey,45,survey-html-form,
358,shape_on,59,0.30000000000000004,Non-Hispanic,,Female,0.0-41.0,0.375,White,"{'age': '59', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13920,cube,261309,exit_survey,57,survey-html-form,
442,shape_on,35,0.7000000000000001,Non-Hispanic,"Cubes were blickets, cylinders were not.",Male,0.0-41.0,0.875,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': 'Cubes were blickets, cylinders were not.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17899,cube,91540,exit_survey,45,survey-html-form,
341,shape_on,35,0.6000000000000001,Non-Hispanic,,Female,0.0-41.0,0.75,White,"{'age': '35', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",19016,cylinder,156599,exit_survey,45,survey-html-form,
351,shape_on,57,0.75,Non-Hispanic,I responded by observation and recall.,Male,0.0-41.0,0.9375,White,"{'age': '57', 'race': 'White', 'gender': 'Male', 'feedback': 'I responded by observation and recall.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",35166,cube,161300,exit_survey,45,survey-html-form,
366,shape_on,41,0.65,Non-Hispanic,"no real factors, just had to come up with what shape was the device to turn on the machine",Male,0.0-41.0,0.8125,White,"{'age': '41', 'race': 'White', 'gender': 'Male', 'feedback': 'no real factors, just had to come up with what shape was the device to turn on the machine', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",59455,cylinder,181808,exit_survey,45,survey-html-form,
378,shape_on,65,0.75,Non-Hispanic,whether the on/off button was a cylinder or a cube.,Male,0.0-41.0,0.9375,White,"{'age': '65', 'race': 'White', 'gender': 'Male', 'feedback': 'whether the on/off button was a cylinder or a cube.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",44793,cube,225194,exit_survey,51,survey-html-form,
461,shape_on,51,0.45,Non-Hispanic,Once I knew which where one I chose the appropriate shape.,Male,0.0-41.0,0.5625,White,"{'age': '51', 'race': 'White', 'gender': 'Male', 'feedback': 'Once I knew which where one I chose the appropriate shape.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",53558,cylinder,449031,exit_survey,45,survey-html-form,
383,shape_on,50,0.75,Non-Hispanic,i figured out quickly the blocks turned it on,Male,0.0-41.0,0.9375,White,"{'age': '50', 'race': 'White', 'gender': 'Male', 'feedback': 'i figured out quickly the blocks turned it on', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30371,cube,177352,exit_survey,45,survey-html-form,
422,shape_on,31,0.7000000000000001,Non-Hispanic,,Male,0.0-41.0,0.875,Asian,"{'age': '31', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",7318,cube,141370,exit_survey,51,survey-html-form,
420,shape_on,56,0.65,Non-Hispanic,observation of appearance of the objects,Female,0.0-41.0,0.8125,Black/African American,"{'age': '56', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'observation of appearance of the objects', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30176,cube,200361,exit_survey,45,survey-html-form,
370,shape_on,37,0.65,Non-Hispanic,,Male,0.0-41.0,0.8125,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10995,cylinder,395727,exit_survey,57,survey-html-form,
436,shape_on,36,0.55,Non-Hispanic,,Male,0.0-41.0,0.6875,White,"{'age': '36', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15022,cube,179400,exit_survey,45,survey-html-form,
411,shape_on,40,0.7000000000000001,Non-Hispanic,"Remembered first four ""trials"".",Male,0.0-41.0,0.875,Multiracial,"{'age': '40', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'Remembered first four ""trials"".', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",97776,cube,501864,exit_survey,45,survey-html-form,
386,color_off,47,0.8,Non-Hispanic,"Once I got some correct answers, I tried to figure out what the like characteristics were for the blickets.",Female,0.0-41.0,1,White,"{'age': '47', 'race': 'White', 'gender': 'Female', 'feedback': 'Once I got some correct answers, I tried to figure out what the like characteristics were for the blickets.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",74743,light,285947,exit_survey,45,survey-html-form,
455,color_off,51,0.75,Non-Hispanic,Everything was clear and easy to understand.,Female,0.0-41.0,0.9375,White,"{'age': '51', 'race': 'White', 'gender': 'Female', 'feedback': 'Everything was clear and easy to understand.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21003,light,227836,exit_survey,51,survey-html-form,
419,color_off,51,0.8,Non-Hispanic,None,Male,0.0-41.0,1,White,"{'age': '51', 'race': 'White', 'gender': 'Male', 'feedback': 'None', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30670,dark,559814,exit_survey,51,survey-html-form,
406,color_off,22,0.35000000000000003,Non-Hispanic,I was a bit confused by the directions,Male,0.0-41.0,0.4375,White,"{'age': '22', 'race': 'White', 'gender': 'Male', 'feedback': 'I was a bit confused by the directions', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15699,dark,112383,exit_survey,45,survey-html-form,
361,color_off,35,0.7000000000000001,Non-Hispanic,,Male,0.0-41.0,0.875,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22963,dark,137064,exit_survey,45,survey-html-form,
357,color_off,24,0.75,Non-Hispanic,I figured out that blickets were the dark ones pretty quickly.,Female,0.0-41.0,0.9375,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I figured out that blickets were the dark ones pretty quickly.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",24885,dark,110796,exit_survey,45,survey-html-form,
400,color_off,38,0.75,Non-Hispanic,"After feedback on my first response, I assumed all light blocks were not blickets and all black blocks were blickets. It was easy to remember.",Female,0.0-41.0,0.9375,White,"{'age': '38', 'race': 'White', 'gender': 'Female', 'feedback': 'After feedback on my first response, I assumed all light blocks were not blickets and all black blocks were blickets. It was easy to remember.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",43741,dark,164713,exit_survey,45,survey-html-form,
377,color_off,33,0.7000000000000001,Non-Hispanic,Just guessed until I got it right!,Female,0.0-41.0,0.875,White,"{'age': '33', 'race': 'White', 'gender': 'Female', 'feedback': 'Just guessed until I got it right!', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15900,light,130851,exit_survey,45,survey-html-form,
365,color_off,76,0.55,Non-Hispanic,,Male,0.0-41.0,0.6875,White,"{'age': '76', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",26675,light,240723,exit_survey,45,survey-html-form,
350,color_off,30,0.7000000000000001,Non-Hispanic,I tested to see if it was a color or shape that turned the item on/off.  Once I learned what was what (colors) it was easy to complete.,Female,0.0-41.0,0.875,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': 'I tested to see if it was a color or shape that turned the item on/off.  Once I learned what was what (colors) it was easy to complete.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38101,light,158141,exit_survey,45,survey-html-form,
394,color_off,35,0.7000000000000001,Non-Hispanic,"I paid attention to the colors and shapes to figure out which made it a blicket or not.
Also I wasn't totally sure what the last shape I saw was - I was just paying attention to the rule, not memorizing the objects.",Male,0.0-41.0,0.875,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': ""I paid attention to the colors and shapes to figure out which made it a blicket or not.\nAlso I wasn't totally sure what the last shape I saw was - I was just paying attention to the rule, not memorizing the objects."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",51442,dark,157613,exit_survey,51,survey-html-form,
441,color_off,62,0.25,Non-Hispanic,guessed,Male,0.0-41.0,0.3125,White,"{'age': '62', 'race': 'White', 'gender': 'Male', 'feedback': 'guessed', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22379,light,644919,exit_survey,45,survey-html-form,
398,color_off,43,0.75,Non-Hispanic,little confusing...,Male,0.0-41.0,0.9375,White,"{'age': '43', 'race': 'White', 'gender': 'Male', 'feedback': 'little confusing...', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22158,light,228199,exit_survey,51,survey-html-form,
425,color_off,64,0.75,Non-Hispanic,learning.  ,Male,0.0-41.0,0.9375,White,"{'age': '64', 'race': 'White', 'gender': 'Male', 'feedback': 'learning.  ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",24053,dark,232834,exit_survey,45,survey-html-form,
381,color_off,32,0.75,Non-Hispanic,,Female,0.0-41.0,0.9375,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20565,dark,171913,exit_survey,45,survey-html-form,
353,color_off,33,0.65,Non-Hispanic,"After getting  some of the questions wrong, I started to realize that the lighter colored objects were blickets and the darker ones were not",Female,0.0-41.0,0.8125,White,"{'age': '33', 'race': 'White', 'gender': 'Female', 'feedback': 'After getting  some of the questions wrong, I started to realize that the lighter colored objects were blickets and the darker ones were not', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",39363,light,172778,exit_survey,51,survey-html-form,
369,color_off,38,0.75,Non-Hispanic,I first tried to figure out by color and/or shape. It looks like color was the only factor. It was very easy to figure out. ,Female,0.0-41.0,0.9375,White,"{'age': '38', 'race': 'White', 'gender': 'Female', 'feedback': 'I first tried to figure out by color and/or shape. It looks like color was the only factor. It was very easy to figure out. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",40618,light,222587,exit_survey,45,survey-html-form,
409,color_off,73,0.75,Non-Hispanic,"Fun experiment, trial and error to respond.",Female,0.0-41.0,0.9375,White,"{'age': '73', 'race': 'White', 'gender': 'Female', 'feedback': 'Fun experiment, trial and error to respond.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",56755,light,361674,exit_survey,45,survey-html-form,
340,color_off,35,0.75,Non-Hispanic,The color but not the shape.,Female,0.0-41.0,0.9375,White,"{'age': '35', 'race': 'White', 'gender': 'Female', 'feedback': 'The color but not the shape.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",23318,light,237056,exit_survey,45,survey-html-form,
413,color_off,53,0.65,Non-Hispanic,"The first question after the blickets was ?? because I was focusing on the blickets, not 'which was the last one I saw'.",Female,0.0-41.0,0.8125,White,"{'age': '53', 'race': 'White', 'gender': 'Female', 'feedback': ""The first question after the blickets was ?? because I was focusing on the blickets, not 'which was the last one I saw'."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",34233,dark,154457,exit_survey,45,survey-html-form,
429,color_off,32,0.8,Non-Hispanic,"I imagined that the lighter colored blickets were being illuminated like a light being turned ON. Meanwhile, the darker blickets were turned OFF. It made things remarkably easier. I just hope I didn't go through the experiment too quickly. Also, did I answer that question about the final object I saw correctly? I'm kind of nervous about that.",Female,0.0-41.0,1,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': ""I imagined that the lighter colored blickets were being illuminated like a light being turned ON. Meanwhile, the darker blickets were turned OFF. It made things remarkably easier. I just hope I didn't go through the experiment too quickly. Also, did I answer that question about the final object I saw correctly? I'm kind of nervous about that."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",394174,light,687658,exit_survey,45,survey-html-form,
388,color_off,22,0.8,Non-Hispanic,,Female,0.0-41.0,1,Black/African American,"{'age': '22', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",40468,light,219166,exit_survey,45,survey-html-form,
460,color_off,41,0.65,Non-Hispanic,,Male,0.0-41.0,0.8125,White,"{'age': '41', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",8115,dark,141936,exit_survey,45,survey-html-form,
448,color_off,22,0.8,Non-Hispanic,I thought that the darker objects would react to make the light turn on as opposed to the light objects. ,Female,0.0-41.0,1,Black/African American,"{'age': '22', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'I thought that the darker objects would react to make the light turn on as opposed to the light objects. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",91821,dark,316476,exit_survey,45,survey-html-form,
435,color_off,32,0.45,Non-Hispanic,It was tough and I tried to find similarities to the original I knew was on,Male,0.0-41.0,0.5625,White,"{'age': '32', 'race': 'White', 'gender': 'Male', 'feedback': 'It was tough and I tried to find similarities to the original I knew was on', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18643,dark,244115,exit_survey,51,survey-html-form,
451,color_off,28,0.75,Non-Hispanic,No comments/questions,Female,0.0-41.0,0.9375,White,"{'age': '28', 'race': 'White', 'gender': 'Female', 'feedback': 'No comments/questions', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",27708,light,147974,exit_survey,45,survey-html-form,
421,color_off,56,0.75,Non-Hispanic,The dark objects were the Blickets,Male,0.0-41.0,0.9375,White,"{'age': '56', 'race': 'White', 'gender': 'Male', 'feedback': 'The dark objects were the Blickets', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",45409,dark,317854,exit_survey,45,survey-html-form,
444,color_off,39,0.75,Non-Hispanic,I paid attention to the colors and how they interacted. ,Female,0.0-41.0,0.9375,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': 'I paid attention to the colors and how they interacted. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25550,light,193508,exit_survey,51,survey-html-form,
373,color_off,35,0.75,Non-Hispanic,,Male,0.0-41.0,0.9375,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",8291,light,107520,exit_survey,45,survey-html-form,
344,color_off,31,0.75,Non-Hispanic,The darker blocks turned them on,Male,0.0-41.0,0.9375,White,"{'age': '31', 'race': 'White', 'gender': 'Male', 'feedback': 'The darker blocks turned them on', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38190,dark,187826,exit_survey,45,survey-html-form,
