workerid,proliferate.condition,age,bonus,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,rule,time_elapsed,trial,trial_index,trial_type,error
782,shape_off,18,0,Non-Hispanic,,Male,0.0-12.0,0,Asian,"{'age': '18', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9568,cylinder,70026,exit_survey,16,survey-html-form,
732,shape_off,68,0.025,Non-Hispanic,The shape of the item.  No comments.,Female,0.0-12.0,0.5,White,"{'age': '68', 'race': 'White', 'gender': 'Female', 'feedback': 'The shape of the item.  No comments.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",86736,cube,457733,exit_survey,16,survey-html-form,
812,shape_on,34,0.025,Non-Hispanic,just tried to guess and look at features that might indicated a pattern like shape and color,Female,0.0-12.0,0.5,White,"{'age': '34', 'race': 'White', 'gender': 'Female', 'feedback': 'just tried to guess and look at features that might indicated a pattern like shape and color', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",55629,cube,181982,exit_survey,16,survey-html-form,
804,shape_on,58,0.05,Non-Hispanic,"When you asked me if the grey cylinder is a blinket or not, I had to guess.  I assumed it was, so I said 'yes'.  You told me that is correct, therefore I assumed the black cylinder is also a blinket.  ","There are only TWO genders, male and female.  No need to add other choices.",0.0-12.0,1,White,"{'age': '58', 'race': 'White', 'feedback': ""When you asked me if the grey cylinder is a blinket or not, I had to guess.  I assumed it was, so I said 'yes'.  You told me that is correct, therefore I assumed the black cylinder is also a blinket.  "", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': 'There are only TWO genders, male and female.  No need to add other choices.'}",240588,cylinder,451511,exit_survey,16,survey-html-form,
742,shape_on,37,0,Non-Hispanic,,Male,0.0-12.0,0,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9309,cube,312162,exit_survey,28,survey-html-form,
734,shape_on,33,0.05,Non-Hispanic,"the blinket was dark, dark=off so I guessed not a blinket. ",Female,0.0-12.0,1,White,"{'age': '33', 'race': 'White', 'gender': 'Female', 'feedback': 'the blinket was dark, dark=off so I guessed not a blinket. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",95290,cylinder,226400,exit_survey,16,survey-html-form,
770,shape_on,23,0,Non-Hispanic,,Male,0.0-12.0,0,Asian,"{'age': '23', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",6733,cube,92325,exit_survey,16,survey-html-form,
728,shape_on,22,0,Hispanic,I am confused,Female,0.0-12.0,0,White,"{'age': '22', 'race': 'White', 'gender': 'Female', 'feedback': 'I am confused', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",16548,cylinder,254089,exit_survey,16,survey-html-form,
780,shape_on,27,0.025,Non-Hispanic,I was guessing based on the light gray cube not being a blicket,Female,0.0-12.0,0.5,White,"{'age': '27', 'race': 'White', 'gender': 'Female', 'feedback': 'I was guessing based on the light gray cube not being a blicket', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33964,cylinder,134988,exit_survey,16,survey-html-form,
738,shape_on,28,0.025,Non-Hispanic,"Well when i found out the first darker block was not a blicket, I figured the second lighter figure probably would be. ",Female,0.0-12.0,0.5,White,"{'age': '28', 'race': 'White', 'gender': 'Female', 'feedback': 'Well when i found out the first darker block was not a blicket, I figured the second lighter figure probably would be. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46894,cube,147057,exit_survey,16,survey-html-form,
793,shape_on,33,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '33', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11647,cylinder,160805,exit_survey,16,survey-html-form,
796,shape_on,26,0.05,Non-Hispanic,,Female,0.0-12.0,1,White,"{'age': '26', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10740,cube,172144,exit_survey,22,survey-html-form,
800,shape_on,38,0.025,Non-Hispanic,"I am not aware of the factors that influence how I decided to respond. I suppose the instructions, colors, shapes, pre-existing experiences, prejudices, frequency of varying wavelengths of light, hormones, chemicals, sleep or lack thereof, blood sugar levels, etc. are some potential factors that may or may not have influenced how I decided to respond.",Male,0.0-12.0,0.5,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': 'I am not aware of the factors that influence how I decided to respond. I suppose the instructions, colors, shapes, pre-existing experiences, prejudices, frequency of varying wavelengths of light, hormones, chemicals, sleep or lack thereof, blood sugar levels, etc. are some potential factors that may or may not have influenced how I decided to respond.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",148761,cylinder,242770,exit_survey,16,survey-html-form,
766,shape_on,21,0.025,Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '21', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",9039,cube,84691,exit_survey,16,survey-html-form,
845,shape_on,45,0.025,,,Female,0.0-12.0,0.5,White,"{'age': '45', 'race': 'White', 'gender': 'Female', 'feedback': '', 'other_race': '', 'other_gender': ''}",8607,cylinder,96132,exit_survey,16,survey-html-form,
750,shape_on,22,0.025,Non-Hispanic,I guessed on the first round and went from there. ,Female,0.0-12.0,0.5,White,"{'age': '22', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed on the first round and went from there. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",19183,cube,134669,exit_survey,22,survey-html-form,
833,shape_on,35,0,Non-Hispanic,,Female,0.0-12.0,0,White,"{'age': '35', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9876,cylinder,127289,exit_survey,16,survey-html-form,
730,shape_on,25,0.05,Non-Hispanic,,Male,0.0-12.0,1,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11140,cylinder,69828,exit_survey,16,survey-html-form,
758,shape_on,74,0.025,Non-Hispanic,Intuition,Male,0.0-12.0,0.5,White,"{'age': '74', 'race': 'White', 'gender': 'Male', 'feedback': 'Intuition', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",19591,cube,161864,exit_survey,16,survey-html-form,
837,shape_on,60,0.025,Non-Hispanic,"That was insane. You showed me a dark cube, which turned out not to be a blicket, then a dark cylinder, and I never found out whether it was or wasn't, and then you jumped to asking me to categorize all the shapes. What the heck is this experiment design???",Female,0.0-12.0,0.5,White,"{'age': '60', 'race': 'White', 'gender': 'Female', 'feedback': ""That was insane. You showed me a dark cube, which turned out not to be a blicket, then a dark cylinder, and I never found out whether it was or wasn't, and then you jumped to asking me to categorize all the shapes. What the heck is this experiment design???"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",62412,cylinder,209295,exit_survey,22,survey-html-form,
808,shape_on,40,0.025,Non-Hispanic,,Female,0.0-12.0,0.5,White,"{'age': '40', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14646,cube,100775,exit_survey,16,survey-html-form,
816,shape_on,34,0.05,Non-Hispanic,I tried to match the qualities.,Transgender female,0.0-12.0,1,White,"{'age': '34', 'race': 'White', 'gender': 'other_gender', 'feedback': 'I tried to match the qualities.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': 'Transgender female'}",29043,cylinder,135364,exit_survey,16,survey-html-form,
762,shape_on,26,0.025,Non-Hispanic,NA,Female,0.0-12.0,0.5,White,"{'age': '26', 'race': 'White', 'gender': 'Female', 'feedback': 'NA', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20582,cube,112353,exit_survey,16,survey-html-form,
841,shape_on,73,0.025,,It was hard to find a system that worked,Male,0.0-12.0,0.5,White,"{'age': '73', 'race': 'White', 'gender': 'Male', 'feedback': 'It was hard to find a system that worked', 'other_race': '', 'other_gender': ''}",37211,cylinder,253991,exit_survey,16,survey-html-form,
775,shape_on,19,0.025,Non-Hispanic,"It was kind of a random choice, I thought it might be more likely the first machine I was shown would be a blicket",Non-binary,0.0-12.0,0.5,White,"{'age': '19', 'race': 'White', 'gender': 'Non-binary', 'feedback': 'It was kind of a random choice, I thought it might be more likely the first machine I was shown would be a blicket', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",53364,cylinder,175183,exit_survey,16,survey-html-form,
821,shape_on,30,0,Non-Hispanic,"It said that the white cylinder wasn't a blinket. Then it asked if the white cube was a blinket but I never got any feedback on my answer. I don't know if this was a glitch or not.

So I figured that I knew at least the white cylinder wasn't a blinket then maybe the two dark shapes would be blinkets and I guess that was wrong too. I feel like I could have made a much more informed choice if I knew if the white cube was a blinket or not",Female,0.0-12.0,0,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': ""It said that the white cylinder wasn't a blinket. Then it asked if the white cube was a blinket but I never got any feedback on my answer. I don't know if this was a glitch or not.\n\nSo I figured that I knew at least the white cylinder wasn't a blinket then maybe the two dark shapes would be blinkets and I guess that was wrong too. I feel like I could have made a much more informed choice if I knew if the white cube was a blinket or not"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",157445,cube,256852,exit_survey,16,survey-html-form,
746,shape_on,31,0.05,Non-Hispanic,,Female,0.0-12.0,1,White,"{'age': '31', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",57530,cylinder,134376,exit_survey,16,survey-html-form,
788,shape_on,21,0.025,Non-Hispanic,,Female,0.0-12.0,0.5,Black/African American,"{'age': '21', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14036,cube,151385,exit_survey,16,survey-html-form,
829,shape_on,26,0.05,Non-Hispanic,Dark vs Light,Female,0.0-12.0,1,White,"{'age': '26', 'race': 'White', 'gender': 'Female', 'feedback': 'Dark vs Light', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13522,cube,130980,exit_survey,16,survey-html-form,
754,shape_on,20,0,Non-Hispanic,,Female,0.0-12.0,0,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9909,cylinder,244810,exit_survey,16,survey-html-form,
852,shape_on,32,0.025,Non-Hispanic,i have no comments,Female,0.0-12.0,0.5,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': 'i have no comments', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12246,cylinder,84335,exit_survey,16,survey-html-form,
784,shape_on,52,0.025,Non-Hispanic,,Female,0.0-12.0,0.5,White,"{'age': '52', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13545,cylinder,355391,exit_survey,16,survey-html-form,
