workerid,proliferate.condition,age,bonus,condition,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,time_elapsed,trial,trial_index,trial_type,error
1135,4_ramp_yellow,34,0.42,4,Non-Hispanic,Blocks that slid down the yellow ramp had more momentum causing them to go across the line.  Blocks that slid down the blue ramp had less momentum causing them to not make it across the line.,Male,0.0-27.0,0.875,Black/African American,"{'age': '34', 'race': 'Black/African American', 'gender': 'Male', 'feedback': 'Blocks that slid down the yellow ramp had more momentum causing them to go across the line.  Blocks that slid down the blue ramp had less momentum causing them to not make it across the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",59381,310097,exit_survey,61,survey-html-form,
1225,4_ramp_yellow,32,0.42,4,Non-Hispanic,"No comments, but great study. Thanks!",Male,0.0-27.0,0.875,Multiracial,"{'age': '32', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'No comments, but great study. Thanks!', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21149,256260,exit_survey,61,survey-html-form,
1226,4_ramp_yellow,36,0.42,4,Non-Hispanic,"I tried to watch where the cubes ended up and quickly learned that blue ramps caused the cubes not to reach the finish line, while the yellow ramps caused the cubes to pass the finish line. Everything was clear and well-written. I enjoyed the animations. Thank you!",Male,0.0-27.0,0.875,White,"{'age': '36', 'race': 'White', 'gender': 'Male', 'feedback': 'I tried to watch where the cubes ended up and quickly learned that blue ramps caused the cubes not to reach the finish line, while the yellow ramps caused the cubes to pass the finish line. Everything was clear and well-written. I enjoyed the animations. Thank you!', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",65210,1611869,exit_survey,61,survey-html-form,
1125,4_ramp_yellow,47,0.18,4,Non-Hispanic,it felt random,Female,0.0-27.0,0.375,White,"{'age': '47', 'race': 'White', 'gender': 'Female', 'feedback': 'it felt random', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21805,248087,exit_survey,61,survey-html-form,
1100,4_ramp_yellow,32,0.21,4,Non-Hispanic,I tried to gauge the height of the ramp...,Female,0.0-27.0,0.4375,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried to gauge the height of the ramp...', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",142679,395324,exit_survey,61,survey-html-form,
1113,4_ramp_yellow,47,0.3,4,Non-Hispanic,I just guessed because I didn't have a discernable way to gauge other factors that may have influenced how far the blocks would slide.,Female,0.0-27.0,0.625,Black/African American,"{'age': '47', 'race': 'Black/African American', 'gender': 'Female', 'feedback': ""I just guessed because I didn't have a discernable way to gauge other factors that may have influenced how far the blocks would slide."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",186080,623901,exit_survey,61,survey-html-form,
1117,4_ramp_yellow,27,0.42,4,Non-Hispanic,I just tried to learn the pattern of the block and ramp. Some colors seemed to make the block slide easier.,Male,0.0-27.0,0.875,Asian,"{'age': '27', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I just tried to learn the pattern of the block and ramp. Some colors seemed to make the block slide easier.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",55401,317604,exit_survey,61,survey-html-form,
1212,4_ramp_yellow,22,0.21,4,Non-Hispanic,"I simply attempted to simulate where the block would end up relative to its size and the length of the ramp; larger (or seemingly larger) blocks seemed to decrease the distance, and longer ramps (or seemingly longer) seemed to increase it. I could be way off though, and judging by my accuracy, I am. :(",Male,0.0-27.0,0.4375,White,"{'age': '22', 'race': 'White', 'gender': 'Male', 'feedback': 'I simply attempted to simulate where the block would end up relative to its size and the length of the ramp; larger (or seemingly larger) blocks seemed to decrease the distance, and longer ramps (or seemingly longer) seemed to increase it. I could be way off though, and judging by my accuracy, I am. :(', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",117430,413307,exit_survey,61,survey-html-form,
1121,4_ramp_yellow,33,0.32999999999999996,4,Non-Hispanic,At first I made guesses and then it got easier to remember that the which color block seemed heavier than the other and which ramp seemed steeper than the other.,Female,0.0-27.0,0.6875,Asian,"{'age': '33', 'race': 'Asian', 'gender': 'Female', 'feedback': 'At first I made guesses and then it got easier to remember that the which color block seemed heavier than the other and which ramp seemed steeper than the other.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",34634,372634,exit_survey,61,survey-html-form,
1208,4_ramp_yellow,30,0.36,4,Non-Hispanic,the yelllow block was quicker,Male,0.0-27.0,0.75,White,"{'age': '30', 'race': 'White', 'gender': 'Male', 'feedback': 'the yelllow block was quicker', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17048,282377,exit_survey,61,survey-html-form,
1104,4_ramp_yellow,50,0.39,4,Non-Hispanic,fun!,Female,0.0-27.0,0.8125,White,"{'age': '50', 'race': 'White', 'gender': 'Female', 'feedback': 'fun!', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",19676,330394,exit_survey,61,survey-html-form,
1147,4_ramp_yellow,22,0.3,4,Non-Hispanic,I saw the colors of the cube and triangle and tried to figure out which combinations gave out different results.,Female,0.0-27.0,0.625,White,"{'age': '22', 'race': 'White', 'gender': 'Female', 'feedback': 'I saw the colors of the cube and triangle and tried to figure out which combinations gave out different results.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",74850,307369,exit_survey,61,survey-html-form,
1120,3_ramp_blue,46,0.45,3,Non-Hispanic,The color of the ramp as the blue one always showed the block crossing the finish line and the yellow didn't.,Male,0.0-27.0,0.9375,White,"{'age': '46', 'race': 'White', 'gender': 'Male', 'feedback': ""The color of the ramp as the blue one always showed the block crossing the finish line and the yellow didn't."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",51467,315059,exit_survey,61,survey-html-form,
1116,3_ramp_blue,23,0.42,3,Non-Hispanic,,Female,0.0-27.0,0.875,Multiracial,"{'age': '23', 'race': 'Multiracial', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14669,260462,exit_survey,65,survey-html-form,
1166,3_ramp_blue,29,0.42,3,Hispanic,I notice it always crossed when it was blue ramp,Male,0.0-27.0,0.875,White,"{'age': '29', 'race': 'White', 'gender': 'Male', 'feedback': 'I notice it always crossed when it was blue ramp', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",19127,241521,exit_survey,61,survey-html-form,
1207,3_ramp_blue,23,0.39,3,Non-Hispanic,I guessed the same answer at the beginning to not messed myself up and just long enough until I could see the pattern.,Female,0.0-27.0,0.8125,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed the same answer at the beginning to not messed myself up and just long enough until I could see the pattern.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",50826,367218,exit_survey,61,survey-html-form,
1138,3_ramp_blue,19,0.3,3,Non-Hispanic,I guessed randomly,Female,0.0-27.0,0.625,White,"{'age': '19', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed randomly', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",28192,261364,exit_survey,61,survey-html-form,
1194,3_ramp_blue,65,0.36,3,Non-Hispanic,I determined the yellow ramp would not help the cube to cross the line.,Female,0.0-27.0,0.75,Black/African American,"{'age': '65', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'I determined the yellow ramp would not help the cube to cross the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",74984,429469,exit_survey,61,survey-html-form,
1133,3_ramp_blue,50,0.39,3,Hispanic,Observe patterns,,0.0-27.0,0.8125,White,"{'age': '50', 'race': 'White', 'feedback': 'Observe patterns', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",22847,340933,exit_survey,61,survey-html-form,
1142,3_ramp_blue,75,0.42,3,Non-Hispanic,color of ramp,Male,0.0-27.0,0.875,White,"{'age': '75', 'race': 'White', 'gender': 'Male', 'feedback': 'color of ramp', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",35402,429520,exit_survey,61,survey-html-form,
1150,3_ramp_blue,58,0.42,3,Non-Hispanic,Looked for a pattern.,Female,0.0-27.0,0.875,Asian,"{'age': '58', 'race': 'Asian', 'gender': 'Female', 'feedback': 'Looked for a pattern.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",84959,400984,exit_survey,61,survey-html-form,
1177,3_ramp_blue,20,0.42,3,Non-Hispanic,When the ramp was blue that meant the cube would go over the finish line but when the ramp was yellow that meant the cube would not go over the finish line.,Male,0.0-27.0,0.875,White,"{'age': '20', 'race': 'White', 'gender': 'Male', 'feedback': 'When the ramp was blue that meant the cube would go over the finish line but when the ramp was yellow that meant the cube would not go over the finish line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",57727,301812,exit_survey,61,survey-html-form,
1124,3_ramp_blue,35,0.45,3,Non-Hispanic,,Male,0.0-27.0,0.9375,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",5865,270440,exit_survey,61,survey-html-form,
1223,3_ramp_blue,53,0.3,3,Non-Hispanic,The yellow ramp was the slow one.,Male,0.0-27.0,0.625,White,"{'age': '53', 'race': 'White', 'gender': 'Male', 'feedback': 'The yellow ramp was the slow one.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42216,400115,exit_survey,61,survey-html-form,
1186,3_ramp_blue,40,0.42,3,Non-Hispanic,Observational data from previous trial.,Male,0.0-27.0,0.875,White,"{'age': '40', 'race': 'White', 'gender': 'Male', 'feedback': 'Observational data from previous trial.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",37715,289446,exit_survey,61,survey-html-form,
1108,3_ramp_blue,20,0.42,3,Non-Hispanic,,Female,0.0-27.0,0.875,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9670,274682,exit_survey,61,survey-html-form,
1103,3_ramp_blue,26,0.39,3,Non-Hispanic,"I noticed that the blue ramp always allowed the blocks to cross the line. The blocks never crossed the line with the yellow ramp. I also noticed that the red block seemed to go further than the black block, regardless of what ramp was used.",Female,0.0-27.0,0.8125,Black/African American,"{'age': '26', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'I noticed that the blue ramp always allowed the blocks to cross the line. The blocks never crossed the line with the yellow ramp. I also noticed that the red block seemed to go further than the black block, regardless of what ramp was used.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",60509,462079,exit_survey,61,survey-html-form,
1215,3_ramp_blue,51,0.18,3,Non-Hispanic,"Initially, I was going with probability figuring it was a 50/50 proposition. But after a bit I started to examine color connections in what was and wasn't working.",Male,0.0-27.0,0.375,White,"{'age': '51', 'race': 'White', 'gender': 'Male', 'feedback': ""Initially, I was going with probability figuring it was a 50/50 proposition. But after a bit I started to examine color connections in what was and wasn't working."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",57783,321188,exit_survey,61,survey-html-form,
1224,3_ramp_blue,36,0.27,3,Non-Hispanic,Size,Female,0.0-27.0,0.5625,Black/African American,"{'age': '36', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'Size', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17959,219207,exit_survey,61,survey-html-form,
1198,3_ramp_blue,52,0.39,3,Non-Hispanic,Seems like certain ramps were slower.,Male,0.0-27.0,0.8125,White,"{'age': '52', 'race': 'White', 'gender': 'Male', 'feedback': 'Seems like certain ramps were slower.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",44728,408912,exit_survey,61,survey-html-form,
1190,3_ramp_blue,24,0.42,3,Non-Hispanic,I figured out pretty quickly that the blocks cross the line on the blue ramp but not on the yellow ramp. ,Female,0.0-27.0,0.875,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I figured out pretty quickly that the blocks cross the line on the blue ramp but not on the yellow ramp. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30377,296637,exit_survey,61,survey-html-form,
1170,3_ramp_blue,37,0.42,3,Non-Hispanic,Blue triangle makes it. Yellow doesn't.,Male,0.0-27.0,0.875,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': ""Blue triangle makes it. Yellow doesn't."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20737,551617,exit_survey,61,survey-html-form,
1174,3_ramp_blue,25,0.27,3,Non-Hispanic,I tried to memorize the size and angle of the ramp and the performance of the previous result.,Male,0.0-27.0,0.5625,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': 'I tried to memorize the size and angle of the ramp and the performance of the previous result.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",68462,406505,exit_survey,61,survey-html-form,
1162,3_ramp_blue,24,0.39,3,Non-Hispanic,I paid attention to the color of the ramp,Female,0.0-27.0,0.8125,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I paid attention to the color of the ramp', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",23917,607526,exit_survey,61,survey-html-form,
1203,3_ramp_blue,42,0.45,3,Non-Hispanic,"I observed whether the ramps, the blocks, or both were responsible for creating enough friction to stop the block from crossing the line. ",Male,0.0-27.0,0.9375,White,"{'age': '42', 'race': 'White', 'gender': 'Male', 'feedback': 'I observed whether the ramps, the blocks, or both were responsible for creating enough friction to stop the block from crossing the line. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47320,293520,exit_survey,61,survey-html-form,
1129,3_ramp_blue,30,0.48,3,Non-Hispanic,,Male,0.0-27.0,1,White,"{'age': '30', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10051,256665,exit_survey,61,survey-html-form,
1099,3_ramp_blue,25,0.36,3,Non-Hispanic,I noticed the blue ramp was more likely to have the box slide a longer distance than the yellow ramp.,Female,0.0-27.0,0.75,White,"{'age': '25', 'race': 'White', 'gender': 'Female', 'feedback': 'I noticed the blue ramp was more likely to have the box slide a longer distance than the yellow ramp.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",43885,516840,exit_survey,61,survey-html-form,
1182,3_ramp_blue,53,0.42,3,Non-Hispanic,"Once I learned which block and ramp was ""stickier"" or ""smoother"", I just predicted how the block would slide on the given ramp.",Female,0.0-27.0,0.875,White,"{'age': '53', 'race': 'White', 'gender': 'Female', 'feedback': 'Once I learned which block and ramp was ""stickier"" or ""smoother"", I just predicted how the block would slide on the given ramp.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",58682,388561,exit_survey,61,survey-html-form,
1211,3_ramp_blue,44,0.42,3,Non-Hispanic,,Female,0.0-27.0,0.875,White,"{'age': '44', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10692,303728,exit_survey,61,survey-html-form,
1158,3_ramp_blue,25,0.39,3,Hispanic,I got mixed up on some of them but red cubes are faster than black ones and I think the blue ramp was fastest,Female,0.0-27.0,0.8125,White,"{'age': '25', 'race': 'White', 'gender': 'Female', 'feedback': 'I got mixed up on some of them but red cubes are faster than black ones and I think the blue ramp was fastest', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",54418,305614,exit_survey,61,survey-html-form,
1146,3_ramp_blue,19,0.3,3,Non-Hispanic,I tried to take the colors into account and the pattern.,Female,0.0-27.0,0.625,Asian,"{'age': '19', 'race': 'Asian', 'gender': 'Female', 'feedback': 'I tried to take the colors into account and the pattern.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46081,274501,exit_survey,61,survey-html-form,
1154,3_ramp_blue,49,0.39,3,Non-Hispanic,The color of the block.,Male,0.0-27.0,0.8125,Black/African American,"{'age': '49', 'race': 'Black/African American', 'gender': 'Male', 'feedback': 'The color of the block.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",81901,466259,exit_survey,61,survey-html-form,
1219,3_ramp_blue,32,0.42,3,Non-Hispanic,The yellow slope slowed down the block's momentum while blue sped it up. There was also a slight difference in the speed of the black block and the red block.,Female,0.0-27.0,0.875,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': ""The yellow slope slowed down the block's momentum while blue sped it up. There was also a slight difference in the speed of the black block and the red block."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",205636,566858,exit_survey,61,survey-html-form,
